K,array_key,bank,basis_index,method,response_norm,seed,semantic_direction
5,FISHR__12__u007__K5__clean_task,clean_task,-1,FISHR,0.03569461777806282,12,color_global
20,FISHR__12__u007__K20__source,source,-1,FISHR,0.6229859590530396,12,color_global
20,FISHR__12__u007__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.5281400680541992,12,color_global
20,FISHR__12__u007__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.6885672211647034,12,color_global
20,FISHR__12__u007__K20__clean_task,clean_task,-1,FISHR,0.21705478429794312,12,color_global
1,FISHR__12__u008__K1__source,source,-1,FISHR,0.00917181558907032,12,color_shift
1,FISHR__12__u008__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.006227333098649979,12,color_shift
1,FISHR__12__u008__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.01083389762789011,12,color_shift
1,FISHR__12__u008__K1__clean_task,clean_task,-1,FISHR,0.00298309582285583,12,color_shift
5,FISHR__12__u008__K5__source,source,-1,FISHR,0.10872887074947357,12,color_shift
5,FISHR__12__u008__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.07824225723743439,12,color_shift
5,FISHR__12__u008__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.12527409195899963,12,color_shift
5,FISHR__12__u008__K5__clean_task,clean_task,-1,FISHR,0.03569461777806282,12,color_shift
20,FISHR__12__u008__K20__source,source,-1,FISHR,0.6229859590530396,12,color_shift
20,FISHR__12__u008__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.5281400680541992,12,color_shift
20,FISHR__12__u008__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.6885672211647034,12,color_shift
20,FISHR__12__u008__K20__clean_task,clean_task,-1,FISHR,0.21705478429794312,12,color_shift
1,FISHR__12__u009__K1__source,source,-1,FISHR,0.0032660618890076876,12,noise_global
1,FISHR__12__u009__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.00249876594170928,12,noise_global
1,FISHR__12__u009__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.004101300146430731,12,noise_global
1,FISHR__12__u009__K1__clean_task,clean_task,-1,FISHR,0.0018462705193087459,12,noise_global
5,FISHR__12__u009__K5__source,source,-1,FISHR,0.04982355982065201,12,noise_global
5,FISHR__12__u009__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.032557450234889984,12,noise_global
5,FISHR__12__u009__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.04494049772620201,12,noise_global
5,FISHR__12__u009__K5__clean_task,clean_task,-1,FISHR,0.025666823610663414,12,noise_global
20,FISHR__12__u009__K20__source,source,-1,FISHR,0.4284346401691437,12,noise_global
20,FISHR__12__u009__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.31595513224601746,12,noise_global
20,FISHR__12__u009__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.38982248306274414,12,noise_global
20,FISHR__12__u009__K20__clean_task,clean_task,-1,FISHR,0.22627724707126617,12,noise_global
1,FISHR__12__u010__K1__source,source,-1,FISHR,0.0032660618890076876,12,noise_shift
1,FISHR__12__u010__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.00249876594170928,12,noise_shift
1,FISHR__12__u010__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.004101300146430731,12,noise_shift
1,FISHR__12__u010__K1__clean_task,clean_task,-1,FISHR,0.0018462705193087459,12,noise_shift
5,FISHR__12__u010__K5__source,source,-1,FISHR,0.04982355982065201,12,noise_shift
5,FISHR__12__u010__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.032557450234889984,12,noise_shift
5,FISHR__12__u010__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.04494049772620201,12,noise_shift
5,FISHR__12__u010__K5__clean_task,clean_task,-1,FISHR,0.025666823610663414,12,noise_shift
20,FISHR__12__u010__K20__source,source,-1,FISHR,0.4284346401691437,12,noise_shift
20,FISHR__12__u010__K20__counterfactual_red,counterfactual_red,-1,FISHR,0.31595513224601746,12,noise_shift
20,FISHR__12__u010__K20__counterfactual_green,counterfactual_green,-1,FISHR,0.38982248306274414,12,noise_shift
20,FISHR__12__u010__K20__clean_task,clean_task,-1,FISHR,0.22627724707126617,12,noise_shift
1,CORAL__12__u000__K1__source,source,0,CORAL,14.345952987670898,12,source_env0_color
1,CORAL__12__u000__K1__counterfactual_red,counterfactual_red,0,CORAL,15.744751930236816,12,source_env0_color
1,CORAL__12__u000__K1__counterfactual_green,counterfactual_green,0,CORAL,13.24268627166748,12,source_env0_color
1,CORAL__12__u000__K1__clean_task,clean_task,0,CORAL,1.3785414695739746,12,source_env0_color
5,CORAL__12__u000__K5__source,source,0,CORAL,120.19847869873047,12,source_env0_color
5,CORAL__12__u000__K5__counterfactual_red,counterfactual_red,0,CORAL,120.47822570800781,12,source_env0_color
5,CORAL__12__u000__K5__counterfactual_green,counterfactual_green,0,CORAL,116.38496398925781,12,source_env0_color
5,CORAL__12__u000__K5__clean_task,clean_task,0,CORAL,7.994613170623779,12,source_env0_color
20,CORAL__12__u000__K20__source,source,0,CORAL,101.37921142578125,12,source_env0_color
20,CORAL__12__u000__K20__counterfactual_red,counterfactual_red,0,CORAL,104.01160430908203,12,source_env0_color
20,CORAL__12__u000__K20__counterfactual_green,counterfactual_green,0,CORAL,94.57109832763672,12,source_env0_color
20,CORAL__12__u000__K20__clean_task,clean_task,0,CORAL,13.68979549407959,12,source_env0_color
1,CORAL__12__u001__K1__source,source,1,CORAL,14.630451202392578,12,source_env1_color
1,CORAL__12__u001__K1__counterfactual_red,counterfactual_red,1,CORAL,15.902958869934082,12,source_env1_color
1,CORAL__12__u001__K1__counterfactual_green,counterfactual_green,1,CORAL,13.65145206451416,12,source_env1_color
1,CORAL__12__u001__K1__clean_task,clean_task,1,CORAL,1.1699975728988647,12,source_env1_color
5,CORAL__12__u001__K5__source,source,1,CORAL,120.81965637207031,12,source_env1_color
5,CORAL__12__u001__K5__counterfactual_red,counterfactual_red,1,CORAL,120.53624725341797,12,source_env1_color
5,CORAL__12__u001__K5__counterfactual_green,counterfactual_green,1,CORAL,117.65850830078125,12,source_env1_color
5,CORAL__12__u001__K5__clean_task,clean_task,1,CORAL,7.4091620445251465,12,source_env1_color
20,CORAL__12__u001__K20__source,source,1,CORAL,101.98013305664062,12,source_env1_color
20,CORAL__12__u001__K20__counterfactual_red,counterfactual_red,1,CORAL,103.1319580078125,12,source_env1_color
20,CORAL__12__u001__K20__counterfactual_green,counterfactual_green,1,CORAL,94.23458862304688,12,source_env1_color
20,CORAL__12__u001__K20__clean_task,clean_task,1,CORAL,15.56109619140625,12,source_env1_color
1,CORAL__12__u002__K1__source,source,2,CORAL,0.0,12,evaluation_color
1,CORAL__12__u002__K1__counterfactual_red,counterfactual_red,2,CORAL,0.0,12,evaluation_color
1,CORAL__12__u002__K1__counterfactual_green,counterfactual_green,2,CORAL,0.0,12,evaluation_color
1,CORAL__12__u002__K1__clean_task,clean_task,2,CORAL,0.0,12,evaluation_color
5,CORAL__12__u002__K5__source,source,2,CORAL,0.0,12,evaluation_color
5,CORAL__12__u002__K5__counterfactual_red,counterfactual_red,2,CORAL,0.0,12,evaluation_color
5,CORAL__12__u002__K5__counterfactual_green,counterfactual_green,2,CORAL,0.0,12,evaluation_color
5,CORAL__12__u002__K5__clean_task,clean_task,2,CORAL,0.0,12,evaluation_color
20,CORAL__12__u002__K20__source,source,2,CORAL,0.0,12,evaluation_color
20,CORAL__12__u002__K20__counterfactual_red,counterfactual_red,2,CORAL,0.0,12,evaluation_color
20,CORAL__12__u002__K20__counterfactual_green,counterfactual_green,2,CORAL,0.0,12,evaluation_color
20,CORAL__12__u002__K20__clean_task,clean_task,2,CORAL,0.0,12,evaluation_color
1,CORAL__12__u003__K1__source,source,3,CORAL,3.6582112312316895,12,source_label_noise
1,CORAL__12__u003__K1__counterfactual_red,counterfactual_red,3,CORAL,6.8057026863098145,12,source_label_noise
1,CORAL__12__u003__K1__counterfactual_green,counterfactual_green,3,CORAL,2.9651660919189453,12,source_label_noise
1,CORAL__12__u003__K1__clean_task,clean_task,3,CORAL,2.3001039028167725,12,source_label_noise
5,CORAL__12__u003__K5__source,source,3,CORAL,23.37186050415039,12,source_label_noise
5,CORAL__12__u003__K5__counterfactual_red,counterfactual_red,3,CORAL,48.92787551879883,12,source_label_noise
5,CORAL__12__u003__K5__counterfactual_green,counterfactual_green,3,CORAL,30.470382690429688,12,source_label_noise
5,CORAL__12__u003__K5__clean_task,clean_task,3,CORAL,16.434886932373047,12,source_label_noise
20,CORAL__12__u003__K20__source,source,3,CORAL,81.98786926269531,12,source_label_noise
20,CORAL__12__u003__K20__counterfactual_red,counterfactual_red,3,CORAL,95.5890884399414,12,source_label_noise
20,CORAL__12__u003__K20__counterfactual_green,counterfactual_green,3,CORAL,85.18463897705078,12,source_label_noise
20,CORAL__12__u003__K20__clean_task,clean_task,3,CORAL,71.67610931396484,12,source_label_noise
1,CORAL__12__u004__K1__source,source,4,CORAL,0.0,12,evaluation_label_noise
1,CORAL__12__u004__K1__counterfactual_red,counterfactual_red,4,CORAL,0.0,12,evaluation_label_noise
1,CORAL__12__u004__K1__counterfactual_green,counterfactual_green,4,CORAL,0.0,12,evaluation_label_noise
1,CORAL__12__u004__K1__clean_task,clean_task,4,CORAL,0.0,12,evaluation_label_noise
5,CORAL__12__u004__K5__source,source,4,CORAL,0.0,12,evaluation_label_noise
5,CORAL__12__u004__K5__counterfactual_red,counterfactual_red,4,CORAL,0.0,12,evaluation_label_noise
5,CORAL__12__u004__K5__counterfactual_green,counterfactual_green,4,CORAL,0.0,12,evaluation_label_noise
5,CORAL__12__u004__K5__clean_task,clean_task,4,CORAL,0.0,12,evaluation_label_noise
20,CORAL__12__u004__K20__source,source,4,CORAL,0.0,12,evaluation_label_noise
20,CORAL__12__u004__K20__counterfactual_red,counterfactual_red,4,CORAL,0.0,12,evaluation_label_noise
20,CORAL__12__u004__K20__counterfactual_green,counterfactual_green,4,CORAL,0.0,12,evaluation_label_noise
20,CORAL__12__u004__K20__clean_task,clean_task,4,CORAL,0.0,12,evaluation_label_noise
1,CORAL__12__u005__K1__source,source,-1,CORAL,20.487367630004883,12,source_color_common
1,CORAL__12__u005__K1__counterfactual_red,counterfactual_red,-1,CORAL,22.374887466430664,12,source_color_common
1,CORAL__12__u005__K1__counterfactual_green,counterfactual_green,-1,CORAL,19.015830993652344,12,source_color_common
1,CORAL__12__u005__K1__clean_task,clean_task,-1,CORAL,1.795154333114624,12,source_color_common
5,CORAL__12__u005__K5__source,source,-1,CORAL,170.4170684814453,12,source_color_common
5,CORAL__12__u005__K5__counterfactual_red,counterfactual_red,-1,CORAL,170.40130615234375,12,source_color_common
5,CORAL__12__u005__K5__counterfactual_green,counterfactual_green,-1,CORAL,165.4866180419922,12,source_color_common
5,CORAL__12__u005__K5__clean_task,clean_task,-1,CORAL,10.824576377868652,12,source_color_common
20,CORAL__12__u005__K20__source,source,-1,CORAL,143.7519989013672,12,source_color_common
20,CORAL__12__u005__K20__counterfactual_red,counterfactual_red,-1,CORAL,146.39930725097656,12,source_color_common
20,CORAL__12__u005__K20__counterfactual_green,counterfactual_green,-1,CORAL,133.4464569091797,12,source_color_common
20,CORAL__12__u005__K20__clean_task,clean_task,-1,CORAL,20.581138610839844,12,source_color_common
1,CORAL__12__u006__K1__source,source,-1,CORAL,0.3524504005908966,12,source_color_contrast
1,CORAL__12__u006__K1__counterfactual_red,counterfactual_red,-1,CORAL,0.4070654809474945,12,source_color_contrast
1,CORAL__12__u006__K1__counterfactual_green,counterfactual_green,-1,CORAL,0.35918864607810974,12,source_color_contrast
1,CORAL__12__u006__K1__clean_task,clean_task,-1,CORAL,0.21608342230319977,12,source_color_contrast
5,CORAL__12__u006__K5__source,source,-1,CORAL,1.75696861743927,12,source_color_contrast
5,CORAL__12__u006__K5__counterfactual_red,counterfactual_red,-1,CORAL,2.717308282852173,12,source_color_contrast
5,CORAL__12__u006__K5__counterfactual_green,counterfactual_green,-1,CORAL,1.7788728475570679,12,source_color_contrast
5,CORAL__12__u006__K5__clean_task,clean_task,-1,CORAL,1.2798664569854736,12,source_color_contrast
20,CORAL__12__u006__K20__source,source,-1,CORAL,3.6132218837738037,12,source_color_contrast
20,CORAL__12__u006__K20__counterfactual_red,counterfactual_red,-1,CORAL,4.674998760223389,12,source_color_contrast
20,CORAL__12__u006__K20__counterfactual_green,counterfactual_green,-1,CORAL,3.9867892265319824,12,source_color_contrast
20,CORAL__12__u006__K20__clean_task,clean_task,-1,CORAL,2.4443740844726562,12,source_color_contrast
1,CORAL__12__u007__K1__source,source,-1,CORAL,14.486757278442383,12,color_global
1,CORAL__12__u007__K1__counterfactual_red,counterfactual_red,-1,CORAL,15.82143497467041,12,color_global
1,CORAL__12__u007__K1__counterfactual_green,counterfactual_green,-1,CORAL,13.446224212646484,12,color_global
1,CORAL__12__u007__K1__clean_task,clean_task,-1,CORAL,1.2693657875061035,12,color_global
5,CORAL__12__u007__K5__source,source,-1,CORAL,120.50306701660156,12,color_global
5,CORAL__12__u007__K5__counterfactual_red,counterfactual_red,-1,CORAL,120.49192810058594,12,color_global
5,CORAL__12__u007__K5__counterfactual_green,counterfactual_green,-1,CORAL,117.01671600341797,12,color_global
5,CORAL__12__u007__K5__clean_task,clean_task,-1,CORAL,7.6541314125061035,12,color_global
20,CORAL__12__u007__K20__source,source,-1,CORAL,101.64801025390625,12,color_global
20,CORAL__12__u007__K20__counterfactual_red,counterfactual_red,-1,CORAL,103.51994323730469,12,color_global
20,CORAL__12__u007__K20__counterfactual_green,counterfactual_green,-1,CORAL,94.36089324951172,12,color_global
20,CORAL__12__u007__K20__clean_task,clean_task,-1,CORAL,14.553062438964844,12,color_global
1,CORAL__12__u008__K1__source,source,-1,CORAL,14.486757278442383,12,color_shift
1,CORAL__12__u008__K1__counterfactual_red,counterfactual_red,-1,CORAL,15.82143497467041,12,color_shift
1,CORAL__12__u008__K1__counterfactual_green,counterfactual_green,-1,CORAL,13.446224212646484,12,color_shift
1,CORAL__12__u008__K1__clean_task,clean_task,-1,CORAL,1.2693657875061035,12,color_shift
5,CORAL__12__u008__K5__source,source,-1,CORAL,120.50306701660156,12,color_shift
5,CORAL__12__u008__K5__counterfactual_red,counterfactual_red,-1,CORAL,120.49192810058594,12,color_shift
5,CORAL__12__u008__K5__counterfactual_green,counterfactual_green,-1,CORAL,117.01671600341797,12,color_shift
5,CORAL__12__u008__K5__clean_task,clean_task,-1,CORAL,7.6541314125061035,12,color_shift
20,CORAL__12__u008__K20__source,source,-1,CORAL,101.64801025390625,12,color_shift
20,CORAL__12__u008__K20__counterfactual_red,counterfactual_red,-1,CORAL,103.51994323730469,12,color_shift
20,CORAL__12__u008__K20__counterfactual_green,counterfactual_green,-1,CORAL,94.36089324951172,12,color_shift
20,CORAL__12__u008__K20__clean_task,clean_task,-1,CORAL,14.553062438964844,12,color_shift
1,CORAL__12__u009__K1__source,source,-1,CORAL,2.5867459774017334,12,noise_global
1,CORAL__12__u009__K1__counterfactual_red,counterfactual_red,-1,CORAL,4.8123579025268555,12,noise_global
1,CORAL__12__u009__K1__counterfactual_green,counterfactual_green,-1,CORAL,2.096689224243164,12,noise_global
1,CORAL__12__u009__K1__clean_task,clean_task,-1,CORAL,1.626418948173523,12,noise_global
5,CORAL__12__u009__K5__source,source,-1,CORAL,16.52640151977539,12,noise_global
5,CORAL__12__u009__K5__counterfactual_red,counterfactual_red,-1,CORAL,34.597232818603516,12,noise_global
5,CORAL__12__u009__K5__counterfactual_green,counterfactual_green,-1,CORAL,21.545814514160156,12,noise_global
5,CORAL__12__u009__K5__clean_task,clean_task,-1,CORAL,11.621219635009766,12,noise_global
20,CORAL__12__u009__K20__source,source,-1,CORAL,57.97417449951172,12,noise_global
20,CORAL__12__u009__K20__counterfactual_red,counterfactual_red,-1,CORAL,67.59169006347656,12,noise_global
20,CORAL__12__u009__K20__counterfactual_green,counterfactual_green,-1,CORAL,60.23463821411133,12,noise_global
20,CORAL__12__u009__K20__clean_task,clean_task,-1,CORAL,50.68266296386719,12,noise_global
1,CORAL__12__u010__K1__source,source,-1,CORAL,2.5867459774017334,12,noise_shift
1,CORAL__12__u010__K1__counterfactual_red,counterfactual_red,-1,CORAL,4.8123579025268555,12,noise_shift
1,CORAL__12__u010__K1__counterfactual_green,counterfactual_green,-1,CORAL,2.096689224243164,12,noise_shift
1,CORAL__12__u010__K1__clean_task,clean_task,-1,CORAL,1.626418948173523,12,noise_shift
5,CORAL__12__u010__K5__source,source,-1,CORAL,16.52640151977539,12,noise_shift
5,CORAL__12__u010__K5__counterfactual_red,counterfactual_red,-1,CORAL,34.597232818603516,12,noise_shift
5,CORAL__12__u010__K5__counterfactual_green,counterfactual_green,-1,CORAL,21.545814514160156,12,noise_shift
5,CORAL__12__u010__K5__clean_task,clean_task,-1,CORAL,11.621219635009766,12,noise_shift
20,CORAL__12__u010__K20__source,source,-1,CORAL,57.97417449951172,12,noise_shift
20,CORAL__12__u010__K20__counterfactual_red,counterfactual_red,-1,CORAL,67.59169006347656,12,noise_shift
20,CORAL__12__u010__K20__counterfactual_green,counterfactual_green,-1,CORAL,60.23463821411133,12,noise_shift
20,CORAL__12__u010__K20__clean_task,clean_task,-1,CORAL,50.68266296386719,12,noise_shift
1,ERM__13__u000__K1__source,source,0,ERM,14.463955879211426,13,source_env0_color
1,ERM__13__u000__K1__counterfactual_red,counterfactual_red,0,ERM,16.1107120513916,13,source_env0_color
1,ERM__13__u000__K1__counterfactual_green,counterfactual_green,0,ERM,12.666786193847656,13,source_env0_color
1,ERM__13__u000__K1__clean_task,clean_task,0,ERM,1.5496002435684204,13,source_env0_color
5,ERM__13__u000__K5__source,source,0,ERM,123.84717559814453,13,source_env0_color
5,ERM__13__u000__K5__counterfactual_red,counterfactual_red,0,ERM,124.78419494628906,13,source_env0_color
5,ERM__13__u000__K5__counterfactual_green,counterfactual_green,0,ERM,119.85340881347656,13,source_env0_color
